kDN,DS,DCP,TD_P,TD_U,CL,MV,CB,F1,N1,N2,LSC,LSR,H,U
0.2,0.3913043478260869,0.11538461538461542,,0.7777777777777778,0.12762567723814422,0.0,0.4102564102564103,0.8,0.3333333333333333,0.37719063441373424,0.9805825242718447,0.9579817590032994,0.004830917874396135,0.927536231884058
0.0,0.7681159420289855,0.11538461538461542,,0.5555555555555556,0.12746806971272806,0.0,0.4102564102564103,0.5,0.0,0.34965362680805057,0.8980582524271845,0.9475126173743948,0.0,0.9371980676328502
0.2,0.0,0.11538461538461542,,0.4444444444444444,0.03558308956108003,0.0,0.4102564102564103,0.6,0.0,0.463745154390504,0.9805825242718447,0.6657863428543006,0.0,1.0
0.2,0.0,0.11538461538461542,,0.4444444444444444,0.1221250944047707,0.0,0.4102564102564103,0.5,0.0,0.41817765300907206,0.9902912621359223,0.9893054962182042,0.0,0.961352657004831
0.0,0.0,0.11538461538461542,,0.4444444444444444,0.10811326390304754,0.0,0.4102564102564103,0.5,0.0,0.0,0.8349514563106796,0.904434712423513,0.0,0.8599033816425121
1.0,1.0,0.8846153846153846,,0.6666666666666666,0.8723667590633101,0.8695652173913043,0.923076923076923,0.7,1.0,0.6784691124717327,1.0,0.9259385624730856,0.25925925925925924,1.0
0.6,0.0,0.11538461538461542,,0.4444444444444444,0.12744256140174637,0.0,0.4102564102564103,0.6,0.5,0.4994906888445392,0.9951456310679612,0.9671314769909102,0.0,0.9855072463768116
1.0,1.0,0.8846153846153846,,1.0,0.8723747199073139,0.8695652173913043,0.923076923076923,0.8,1.0,0.668203043839521,1.0,0.937774606353103,0.9259259259259259,1.0
0.6,0.9565217391304348,0.11538461538461542,,0.6666666666666666,0.1275302095530213,0.0,0.4102564102564103,0.6,1.0,0.6838236282581771,1.0,0.9892948533731002,0.00966183574879227,0.9951690821256038
0.2,0.9420289855072463,0.11538461538461542,,0.6666666666666666,0.12761698364987806,0.0,0.4102564102564103,0.8,0.0,0.2707017820300217,0.9854368932038835,0.9620238073534597,0.0,0.9565217391304348
